ID	BEDS	BATHS	SQFT	YEAR	LAST_SALE_PRICE	URL	LATITUDE	LONGITUDE	ELEMENTARY	MIDDLE	HIGH	HOME_TYPE	REMODELED	IRATING	ERATING	ADDRESS	CITY	STATE	ZIP_CODE	LOT_SIZE	LAST_SALE_DATE	IMAGE_URL
99	3	2.5	1840	48	1350000	http://www.redfin.com/CA/San-Mateo/527-Maple-St-94402/home/1219087	37.559235	-122.326706	9	8	8	1	0	4	3	527 MAPLE St	San Mateo	CA	94402	2880	8/1/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
101	3	2	1280	60	1000000	http://www.redfin.com/CA/San-Mateo/1020-Fiesta-Dr-94403/home/1283644	37.549232	-122.298515	9	8	8	1	1	3.5	2.5	1020 FIESTA Dr	San Mateo	CA	94403	5000	9/16/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
102	3	2	1470	73	1140000	http://www.redfin.com/CA/San-Mateo/506-Sylvan-Ave-94403/home/1908689	37.535229	-122.310768	9	8	8	1	1	3.5	4	506 SYLVAN Ave	San Mateo	CA	94403	6750	8/7/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
103	3	2	1620	83	1328000	http://www.redfin.com/CA/San-Mateo/323-W-25th-Ave-94403/home/1468964	37.54261	-122.311852	9	8	8	1	1	4	4	323 W 25TH Ave	San Mateo	CA	94403	5000	8/4/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
104	1	1	746	32	480000	http://www.redfin.com/CA/San-Mateo/615-Port-Dr-94404/unit-206/home/1074610	37.569077	-122.288361	9	8	8	2	1	3.5	3	615 PORT Dr unit 206	San Mateo	CA	94404	28484	8/13/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
105	2	1	1120	109	886000	http://www.redfin.com/CA/San-Mateo/453-Wisnom-Ave-94401/home/1706963	37.571129	-122.336472	9	8	8	1	0	2.5	3	453 WISNOM Ave	San Mateo	CA	94401	4560	8/26/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
106	3	2	1340	59	1111000	http://www.redfin.com/CA/Burlingame/121-Humboldt-Rd-94010/home/1476193	37.584782	-122.333275	8	8	8	1	0	3	3	121 Humboldt Rd	Burlingame	CA	94010		8/8/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
107	2	2	1452	40	805000	http://www.redfin.com/CA/San-Mateo/31-10th-Ave-94401/unit-1B/home/1102826	37.558403	-122.318672	9	8	4	2	0	3	3	31 10TH Ave	San Mateo	CA	94401	26965	8/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
108	3	2.5	2190	34	1238000	http://www.redfin.com/CA/San-Mateo/3404-Westwood-Ct-94403/home/2016816	37.523857	-122.32534	9	8	8	1	0	2.5	3	3404 WESTWOOD Ct	San Mateo	CA	94403	2856	9/3/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
109	2	2	1450	22	700000	http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-607/home/2043533	37.562622	-122.320808	9	8	8	2	0	3	3	601 LAUREL Ave unit 607	San Mateo	CA	94401	31359	9/3/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
110	1	1	865	52	511000	http://www.redfin.com/CA/San-Mateo/200-Elm-St-94401/unit-104/home/17308150	37.569363	-122.330742	9	8	8	2	0	3	3	200 ELM St unit 104	San Mateo	CA	94401	39501	8/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
111	4	2	1540	58	950000	http://www.redfin.com/CA/San-Mateo/1745-Celeste-Dr-94402/home/721630	37.55574	-122.303787	9	8	8	1	0	3.5	3	1745 CELESTE Dr	San Mateo	CA	94402	5049	9/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
112	4	3	2039	89	1301000	http://www.redfin.com/CA/San-Mateo/117-11th-Ave-94401/home/1210991	37.55825	-122.317116	9	8	8	1	0	3.5	3	117 11TH Ave	San Mateo	CA	94401	4400	8/19/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
114	2	1	1000	72	988800	http://www.redfin.com/CA/San-Mateo/529-Hobart-Ave-94402/home/1369318	37.550362	-122.325417	9	8	8	1	0	2.5	3	529 HOBART Ave	San Mateo	CA	94402	5044	7/24/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
115	1	1	693	49	423000	http://www.redfin.com/CA/San-Mateo/845-N-Humboldt-St-94401/unit-206/home/17308381	37.580692	-122.331261	9	8	8	2	0	3	3	845 N HUMBOLDT St unit 206	San Mateo	CA	94401	1114920	8/23/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
116	4	2	1540	58	1160000	http://www.redfin.com/CA/San-Mateo/1660-Celeste-Dr-94402/home/721729	37.556759	-122.304932	9	8	8	1	0	3.5	3	1660 CELESTE Dr	San Mateo	CA	94402	5292	8/19/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
117	3	2	1870	22	925000	http://www.redfin.com/CA/San-Mateo/687-Joanne-Dr-94402/home/721424	37.558666	-122.305679	9	8	8	1	0	2.5	3	687 JOANNE Dr	San Mateo	CA	94402	6400	8/29/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
119	3	1.5	1440	61	945000	http://www.redfin.com/CA/San-Mateo/3-Meadow-Ct-94403/home/1791934	37.538113	-122.290916	9	8	8	1	0	3	3.5	3 MEADOW Ct	San Mateo	CA	94403	6500	8/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
120	3	2.5	1410	73	980000	http://www.redfin.com/CA/San-Mateo/912-E-5th-Ave-94402/home/1693321	37.567726	-122.315247	9	8	8	1	0	3.5	3.5	912 E 5TH Ave	San Mateo	CA	94402	4680	8/29/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
121	2	2.5	1121	28	677000	http://www.redfin.com/CA/San-Mateo/2115-Vista-Del-Mar-94404/unit-8/home/1811486	37.553295	-122.286865	9	8	8	2	0	2	3	2115 VISTA DEL MAR	San Mateo	CA	94404	79908	8/18/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
123	3	3.5	1920	64	1190000	http://www.redfin.com/CA/San-Mateo/337-Sylvan-Ave-94403/home/1266823/mlsListings-81419040	37.535988	-122.307816	9	8	8	1	1	2	3.5	337 SYLVAN Ave	San Mateo	CA	94403	5940	7/31/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
125	3	1	1110	61	760000	http://www.redfin.com/CA/San-Mateo/1502-Cobb-St-94401/home/1079253	37.562344	-122.30275	9	8	8	1	1	2.5	2.5	1502 COBB St	San Mateo	CA	94401	5000	8/21/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
127	1	1	746	32	450000	http://www.redfin.com/CA/San-Mateo/651-Port-Dr-94404/unit-303/home/1114857	37.569077	-122.288361	9	8	4	2	0	3	3	651 PORT Dr unit 303	San Mateo	CA	94404	28484	8/15/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
128	2	1	1100	67	870000	http://www.redfin.com/CA/San-Mateo/10-Colegrove-Ct-94403/home/756874	37.532837	-122.296394	9	8	8	1	1	3	3.5	10 COLEGROVE Ct	San Mateo	CA	94403	4600	8/27/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
130	3	2	1240	58	890000	http://www.redfin.com/CA/San-Mateo/1341-Claudia-Ave-94403/home/1966881	37.548664	-122.289688	9	8	8	1	0	3	2.5	1341 CLAUDIA Ave	San Mateo	CA	94403	5600	8/19/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
131	2	2	894	32	485000	http://www.redfin.com/CA/San-Mateo/845-Woodside-Way-94401/unit-104/home/1663487	37.57737	-122.336769	9	8	5	2	0	2.5	3	845 Woodside Way Apt 104	San Mateo	CA	94401		7/25/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
132	2	1	830	65	776000	http://www.redfin.com/CA/San-Mateo/1202-S-Claremont-St-94402/home/1024487	37.559151	-122.312988	9	8	8	1	0	4.5	3.5	1202 S Claremont St	San Mateo	CA	94402		7/31/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
133	1	1	687	32	420000	http://www.redfin.com/CA/San-Mateo/851-Woodside-Way-94401/unit-127/home/1500475	37.57737	-122.336769	9	8	8	2	0	3	3	851 Woodside Way Apt 127	San Mateo	CA	94401		7/15/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
135	3	2.5	1580	47	1207500	http://www.redfin.com/CA/San-Mateo/535-Starboard-Dr-94404/home/724943	37.568546	-122.290092	9	8	8	1	0	4	3	535 Starboard Dr	San Mateo	CA	94404		7/14/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
136	2	2	1430	64	1120000	http://www.redfin.com/CA/San-Mateo/3933-Edison-St-94403/home/1248361	37.530087	-122.296982	9	8	8	1	0	4	4	3933 Edison St	San Mateo	CA	94403		7/16/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
137	5	3.5	2700	16	1385000	http://www.redfin.com/CA/San-Mateo/219-E-Bellevue-AVE-94401/home/56254529	37.5727069	-122.3355774	9	8	8	1	0	3.5	4	219 E BELLEVUE Ave	San Mateo	CA	94401	3750	7/18/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
138	3	1	1230	63	1157000	http://www.redfin.com/CA/San-Mateo/3215-Monterey-St-94403/home/2058962	37.530422	-122.315094	9	8	8	1	0	3	4	3215 Monterey St	San Mateo	CA	94403		7/14/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
139	3	1	1210	63	780000	http://www.redfin.com/CA/San-Mateo/1701-Dale-Ave-94401/home/1358688	37.568405	-122.302155	9	8	8	1	0	3	3.5	1701 Dale Ave	San Mateo	CA	94401		8/5/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
140	3	3	1670	36	886000	http://www.redfin.com/CA/San-Mateo/2357-Ticonderoga-Dr-94402/home/753194	37.515877	-122.334908	9	8	8	2	0	3.5	3	2357 Ticonderoga Dr	San Mateo	CA	94402		7/17/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
144	4	3.5	2449	0	1950000	http://www.redfin.com/CA/San-Mateo/44-Live-Oak-Dr-94403/home/56428274	37.541046	-122.328648	9	8	8	1	0	5	4	44 LIVE OAK Dr	San Mateo	CA	94403	8808	7/23/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
145	3	1	1070	61	885000	http://www.redfin.com/CA/San-Mateo/4212-Alameda-De-Las-Pulgas-94403/home/1752303	37.524143	-122.303001	9	8	8	1	0	3	3	4212 Alameda De Las Pulgas	San Mateo	CA	94403		8/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
146	3	1	1970	98	1030000	http://www.redfin.com/CA/San-Mateo/718-S-Grant-St-94402/home/2016639	37.565716	-122.31427	9	8	8	1	0	3	3	718 S Grant St	San Mateo	CA	94402		8/20/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
147	3	3.5	1870	47	1227000	http://www.redfin.com/CA/San-Mateo/563-Starboard-Dr-94404/home/1891328	37.568886	-122.290527	9	8	8	1	0	2.5	3	563 Starboard Dr	San Mateo	CA	94404		8/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
149	3	2	1420	73	1025000	http://www.redfin.com/CA/San-Mateo/510-26th-Ave-94403/home/1891393	37.541031	-122.315514	9	8	8	1	0	3	3.5	510 26th Ave	San Mateo	CA	94403		7/29/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
150	3	2	1510	66	1189000	http://www.redfin.com/CA/San-Mateo/3201-Hacienda-St-94403/home/1305266	37.534286	-122.304626	9	8	8	1	0	3	3.5	3201 Hacienda St	San Mateo	CA	94403		7/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
151	4	3	2460	67	1300000	http://www.redfin.com/CA/San-Mateo/2617-Ensenada-Way-94403/home/1966986	37.540215	-122.314987	9	8	8	1	0	4	0	2617 ENSENADA Way	San Mateo	CA	94403	5000	7/11/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
152	3	2	1620	74	1350000	http://www.redfin.com/CA/San-Mateo/409-30th-Ave-94403/home/1024876	37.536167	-122.309418	9	8	8	1	0	4	3.5	409 30TH Ave	San Mateo	CA	94403	5500	8/20/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
153	2	2	950	51	500000	http://www.redfin.com/CA/San-Mateo/3015-Los-Prados-St-94403/home/1419706	37.545265	-122.282982	9	8	5	2	1	3.5	3.5	3015 LOS PRADOS St	San Mateo	CA	94403	58815	8/29/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
154	0	1	390	31	227000	http://www.redfin.com/CA/San-Mateo/324-Catalpa-St-94401/unit-306/home/1899871	37.569878	-122.326714	9	8	5	2	0	2.5	0	324 CATALPA St unit 306	San Mateo	CA	94401	27645	7/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
155	2	2	1165	35	755000	http://www.redfin.com/CA/San-Mateo/1021-Shoreline-Dr-94404/unit-28-3-11/home/1419755	37.557747	-122.290512	9	8	8	2	0	3	4	1021 SHORELINE Dr	San Mateo	CA	94404	1335	7/16/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
156	3	2	1650	53	1230000	http://www.redfin.com/CA/San-Mateo/1456-Bel-Aire-Rd-94402/home/2026887	37.530731	-122.343109	9	8	8	1	0	2.5	2.5	1456 BEL AIRE Rd	San Mateo	CA	94402	10875	8/28/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
158	2	1	827	26	628000	http://www.redfin.com/CA/San-Mateo/154-Blossom-Cir-94403/unit-4/home/1555425	37.530354	-122.286545	9	8	8	2	1	4	4	154 BLOSSOM Cir	San Mateo	CA	94403	126729	7/23/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
159	2	1	1040	92	870000	http://www.redfin.com/CA/San-Mateo/437-Wisnom-Ave-94401/home/2049322	37.570812	-122.336082	9	8	8	1	0	3.5	0	437 WISNOM Ave	San Mateo	CA	94401	3840	8/2/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
162	1	1.5	1150	35	730000	http://www.redfin.com/CA/San-Mateo/109-Harbor-Seal-Ct-94404/home/1997049	37.556931	-122.289413	9	8	8	2	1	4	4	109 HARBOR SEAL Ct	San Mateo	CA	94404	109700	7/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
163	3	2	1740	53	1300000	http://www.redfin.com/CA/San-Mateo/1892-Timberlane-Rd-94402/home/2005327	37.524109	-122.336945	9	8	8	1	0	2.5	0	1892 TIMBERLANE Rd	San Mateo	CA	94402	9875	7/23/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
167	4	2	1660	62	1230000	http://www.redfin.com/CA/San-Mateo/409-42nd-Ave-94403/home/1369889	37.525181	-122.302353	9	8	8	1	0	3	0	409 42nd Ave	San Mateo	CA	94403		8/21/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
168	2	1	1270	74	1168000	http://www.redfin.com/CA/San-Mateo/147-Arbor-Ln-94403/home/1676423	37.5359	-122.304192	9	8	8	1	0	3	3	147 Arbor Ln	San Mateo	CA	94403		8/25/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
170	4	3	2775	92	1700000	http://www.redfin.com/CA/San-Mateo/752-Occidental-Ave-94402/home/1024068	37.570614	-122.348946	9	8	8	1	0	3	3.5	752 OCCIDENTAL Ave	San Mateo	CA	94402	10241	8/15/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
171	3	2	1310	79	907000	http://www.redfin.com/CA/San-Mateo/2304-Flores-St-94403/home/1951815	37.545029	-122.308212	9	8	8	1	0	2.5	0	2304 FLORES St	San Mateo	CA	94403	5480	7/28/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
172	3	2	1400	58	913000	http://www.redfin.com/CA/San-Mateo/678-Connie-Ave-94402/home/723420	37.555256	-122.303635	9	8	4	1	0	3.5	3	678 CONNIE Ave	San Mateo	CA	94402	5500	7/29/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
173	2	2	1350	15	750000	http://www.redfin.com/CA/Foster-City/860-Meridian-Bay-Ln-94404/unit-142/home/1064396	37.554264	-122.2789	9	8	8	2	0	3.5	3.5	860 MERIDIAN BAY Ln unit 142	Foster City	CA	94404	206123	8/5/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
174	3	1	1120	65	966000	http://www.redfin.com/CA/San-Mateo/3530-Casanova-Dr-94403/home/1642471	37.539906	-122.287132	9	8	8	1	0	3.5	3.5	3530 Casanova Dr	San Mateo	CA	94403		8/19/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
175	3	3	2240	27	1448000	http://www.redfin.com/CA/San-Mateo/105-Vailwood-Pl-94403/home/1590722	37.532139	-122.280205	10	8	8	1	0	3	3.5	105 Vailwood Pl	San Mateo	CA	94403		8/26/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
176	3	2	1010	59	748888	http://www.redfin.com/CA/San-Mateo/1568-Lodi-Ave-94401/home/1504603	37.562729	-122.298119	9	8	8	1	0	2.5	0	1568 LODI Ave	San Mateo	CA	94401	5500	7/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
177	1	1	950	36	485000	http://www.redfin.com/CA/San-Mateo/465-Fathom-Dr-94404/unit-321/home/972622	37.568241	-122.285378	9	8	8	2	0	3	0	465 FATHOM Dr unit 321	San Mateo	CA	94404	25067	8/8/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
178	3	2.5	2260	73	1976000	http://www.redfin.com/CA/San-Mateo/424-Bucknell-Dr-94402/home/1919080	37.552555	-122.334442	9	8	8	1	0	4	3.5	424 Bucknell Dr	San Mateo	CA	94402		8/25/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
179	3	1.5	1360	68	1120000	http://www.redfin.com/CA/San-Mateo/631-Harrow-Ave-94402/home/1935368	37.560276	-122.310944	9	8	8	1	0	4	3.5	631 Harrow Ave	San Mateo	CA	94402		8/25/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
180	2	3	1620	72	742000	http://www.redfin.com/CA/San-Mateo/821-N-Delaware-St-94401/home/1683834	37.579159	-122.333641	9	8	5	1	0	3	3.5	821 N DELAWARE St	San Mateo	CA	94401	6250	7/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
181	3	2	2300	52	1340000	http://www.redfin.com/CA/Belmont/2316-Wooster-Ave-94002/home/1863617	37.520515	-122.30526	5	8	4	1	0	3	4	2316 WOOSTER Ave	Belmont	CA	94002	8640	8/1/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
182	4	3	2683	28	1402000	http://www.redfin.com/CA/San-Mateo/1180-Tanglewood-Way-94403/home/745581	37.529701	-122.278229	10	8	8	1	1	3.5	4	1180 TANGLEWOOD Way	San Mateo	CA	94403	6000	8/5/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
183	3	1	1040	65	799000	http://www.redfin.com/CA/San-Mateo/1201-S-Claremont-St-94402/home/718035	37.559425	-122.312637	9	8	8	1	0	3	0	1201 S CLAREMONT St	San Mateo	CA	94402	4250	8/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
184	5	3	2089	65	1635000	http://www.redfin.com/CA/San-Mateo/401-Heather-Ln-94403/home/1632028	37.53384	-122.307304	9	8	8	1	0	3.5	4	401 HEATHER Ln	San Mateo	CA	94403	11000	9/6/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
185	2	2	1250	71	770000	http://www.redfin.com/CA/San-Mateo/131-Lindbergh-St-94401/home/2026658	37.573635	-122.313988	9	8	8	1	1	4	0	131 LINDBERGH St	San Mateo	CA	94401	5640	8/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
186	3	2	1400	66	1072000	http://www.redfin.com/CA/San-Mateo/414-Poinsettia-Ave-94403/home/1461000	37.541462	-122.288513	9	8	8	1	0	3	3.5	414 POINSETTIA Ave	San Mateo	CA	94403	6400	8/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
187	2	2.5	1200	35	765000	http://www.redfin.com/CA/San-Mateo/2315-Armada-Way-94404/unit-14-4/home/976848	37.561871	-122.288002	9	8	8	2	1	3.5	3.5	2315 ARMADA Way	San Mateo	CA	94404	1200	8/7/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
188	4	4	2960	23	2080000	http://www.redfin.com/CA/San-Mateo/23-Ridgecrest-Ter-94402/home/747529	37.52351	-122.333885	9	8	4	1	0	4	4	23 RIDGECREST Ter	San Mateo	CA	94402	7840	8/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
189	4	3.5	2740	40	1825000	http://www.redfin.com/CA/San-Mateo/839-Overlook-Ct-94403/home/1716463	37.529091	-122.316811	9	8	8	1	0	4	3.5	839 OVERLOOK Ct	San Mateo	CA	94403	12200	8/24/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
